Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;Total Nacional;De 35 a 44 años;2009T2;6.642,40
Ambos sexos;Total Nacional;De 35 a 44 años;2009T1;6.621,50
Ambos sexos;Total Nacional;De 35 a 44 años;2008T4;6.562,00
Ambos sexos;Total Nacional;De 35 a 44 años;2008T3;6.437,70
Ambos sexos;Total Nacional;De 35 a 44 años;2008T2;6.423,60
Ambos sexos;Total Nacional;De 35 a 44 años;2008T1;6.395,30
Ambos sexos;Total Nacional;De 35 a 44 años;2007T4;6.315,10
Ambos sexos;Total Nacional;De 35 a 44 años;2007T3;6.203,60
Ambos sexos;Total Nacional;De 35 a 44 años;2007T2;6.226,10
Ambos sexos;Total Nacional;De 35 a 44 años;2007T1;6.168,00
Ambos sexos;Total Nacional;De 35 a 44 años;2006T4;6.084,60
Ambos sexos;Total Nacional;De 35 a 44 años;2006T3;5.984,50
Ambos sexos;Total Nacional;De 35 a 44 años;2006T2;5.978,30
Ambos sexos;Total Nacional;De 35 a 44 años;2006T1;5.920,80
Ambos sexos;Total Nacional;De 35 a 44 años;2005T4;5.845,60
Ambos sexos;Total Nacional;De 35 a 44 años;2005T3;5.754,80
Ambos sexos;Total Nacional;De 35 a 44 años;2005T2;5.761,70
Ambos sexos;Total Nacional;De 35 a 44 años;2005T1;5.701,50
Ambos sexos;Total Nacional;De 35 a 44 años;2004T4;5.694,90
Ambos sexos;Total Nacional;De 35 a 44 años;2004T3;5.599,50
Ambos sexos;Total Nacional;De 35 a 44 años;2004T2;5.567,70
Ambos sexos;Total Nacional;De 35 a 44 años;2004T1;5.520,00
Ambos sexos;Total Nacional;De 35 a 44 años;2003T4;5.488,00
Ambos sexos;Total Nacional;De 35 a 44 años;2003T3;5.407,50
Ambos sexos;Total Nacional;De 35 a 44 años;2003T2;5.383,20
Ambos sexos;Total Nacional;De 35 a 44 años;2003T1;5.305,40
Ambos sexos;Total Nacional;De 35 a 44 años;2002T4;5.246,90
Ambos sexos;Total Nacional;De 35 a 44 años;2002T3;5.165,80
Ambos sexos;Total Nacional;De 35 a 44 años;2002T2;5.128,90
Ambos sexos;Total Nacional;De 35 a 44 años;2002T1;5.044,70
Ambos sexos;Total Nacional;De 45 a 54 años;2023T3;6.776,40
Ambos sexos;Total Nacional;De 45 a 54 años;2023T2;6.752,20
Ambos sexos;Total Nacional;De 45 a 54 años;2023T1;6.711,30
Ambos sexos;Total Nacional;De 45 a 54 años;2022T4;6.699,00
Ambos sexos;Total Nacional;De 45 a 54 años;2022T3;6.643,80
Ambos sexos;Total Nacional;De 45 a 54 años;2022T2;6.640,30
Ambos sexos;Total Nacional;De 45 a 54 años;2022T1;6.639,40
Ambos sexos;Total Nacional;De 45 a 54 años;2021T4;6.628,10
Ambos sexos;Total Nacional;De 45 a 54 años;2021T3;6.547,90
Ambos sexos;Total Nacional;De 45 a 54 años;2021T2;6.502,20
Ambos sexos;Total Nacional;De 45 a 54 años;2021T1;6.456,50
Ambos sexos;Total Nacional;De 45 a 54 años;2020T4;6.466,50
Ambos sexos;Total Nacional;De 45 a 54 años;2020T3;6.369,00
Ambos sexos;Total Nacional;De 45 a 54 años;2020T2;6.207,80
Ambos sexos;Total Nacional;De 45 a 54 años;2020T1;6.368,10
Ambos sexos;Total Nacional;De 45 a 54 años;2019T4;6.414,70
Ambos sexos;Total Nacional;De 45 a 54 años;2019T3;6.355,20
Ambos sexos;Total Nacional;De 45 a 54 años;2019T2;6.358,80
Ambos sexos;Total Nacional;De 45 a 54 años;2019T1;6.317,20
Ambos sexos;Total Nacional;De 45 a 54 años;2018T4;6.256,70
Ambos sexos;Total Nacional;De 45 a 54 años;2018T3;6.203,70
Ambos sexos;Total Nacional;De 45 a 54 años;2018T2;6.231,10
Ambos sexos;Total Nacional;De 45 a 54 años;2018T1;6.184,70
Ambos sexos;Total Nacional;De 45 a 54 años;2017T4;6.168,10
Ambos sexos;Total Nacional;De 45 a 54 años;2017T3;6.091,70
Ambos sexos;Total Nacional;De 45 a 54 años;2017T2;6.091,30
Ambos sexos;Total Nacional;De 45 a 54 años;2017T1;6.094,10
Ambos sexos;Total Nacional;De 45 a 54 años;2016T4;6.074,90
Ambos sexos;Total Nacional;De 45 a 54 años;2016T3;6.017,80
Ambos sexos;Total Nacional;De 45 a 54 años;2016T2;6.059,00
Ambos sexos;Total Nacional;De 45 a 54 años;2016T1;6.005,70
Ambos sexos;Total Nacional;De 45 a 54 años;2015T4;5.985,40
Ambos sexos;Total Nacional;De 45 a 54 años;2015T3;5.930,30
Ambos sexos;Total Nacional;De 45 a 54 años;2015T2;5.976,80
Ambos sexos;Total Nacional;De 45 a 54 años;2015T1;5.920,60
Ambos sexos;Total Nacional;De 45 a 54 años;2014T4;5.915,10
Ambos sexos;Total Nacional;De 45 a 54 años;2014T3;5.821,00
Ambos sexos;Total Nacional;De 45 a 54 años;2014T2;5.863,50
Ambos sexos;Total Nacional;De 45 a 54 años;2014T1;5.806,30
Ambos sexos;Total Nacional;De 45 a 54 años;2013T4;5.784,10
Ambos sexos;Total Nacional;De 45 a 54 años;2013T3;5.760,90
Ambos sexos;Total Nacional;De 45 a 54 años;2013T2;5.780,50
Ambos sexos;Total Nacional;De 45 a 54 años;2013T1;5.757,60
Ambos sexos;Total Nacional;De 45 a 54 años;2012T4;5.725,40
Ambos sexos;Total Nacional;De 45 a 54 años;2012T3;5.676,70
Ambos sexos;Total Nacional;De 45 a 54 años;2012T2;5.658,60
Ambos sexos;Total Nacional;De 45 a 54 años;2012T1;5.634,60
Ambos sexos;Total Nacional;De 45 a 54 años;2011T4;5.564,00
Ambos sexos;Total Nacional;De 45 a 54 años;2011T3;5.484,00
Ambos sexos;Total Nacional;De 45 a 54 años;2011T2;5.473,10
Ambos sexos;Total Nacional;De 45 a 54 años;2011T1;5.431,40
Ambos sexos;Total Nacional;De 45 a 54 años;2010T4;5.382,00
Ambos sexos;Total Nacional;De 45 a 54 años;2010T3;5.313,40
Ambos sexos;Total Nacional;De 45 a 54 años;2010T2;5.308,90
Ambos sexos;Total Nacional;De 45 a 54 años;2010T1;5.234,40
Ambos sexos;Total Nacional;De 45 a 54 años;2009T4;5.155,50
Ambos sexos;Total Nacional;De 45 a 54 años;2009T3;5.070,50
Ambos sexos;Total Nacional;De 45 a 54 años;2009T2;5.058,60
Ambos sexos;Total Nacional;De 45 a 54 años;2009T1;5.007,50
Ambos sexos;Total Nacional;De 45 a 54 años;2008T4;4.936,60
Ambos sexos;Total Nacional;De 45 a 54 años;2008T3;4.848,00
Ambos sexos;Total Nacional;De 45 a 54 años;2008T2;4.833,30
Ambos sexos;Total Nacional;De 45 a 54 años;2008T1;4.761,60
Ambos sexos;Total Nacional;De 45 a 54 años;2007T4;4.711,30
Ambos sexos;Total Nacional;De 45 a 54 años;2007T3;4.649,50
Ambos sexos;Total Nacional;De 45 a 54 años;2007T2;4.602,50
Ambos sexos;Total Nacional;De 45 a 54 años;2007T1;4.552,30
Ambos sexos;Total Nacional;De 45 a 54 años;2006T4;4.481,40
Ambos sexos;Total Nacional;De 45 a 54 años;2006T3;4.404,70
Ambos sexos;Total Nacional;De 45 a 54 años;2006T2;4.370,50
Ambos sexos;Total Nacional;De 45 a 54 años;2006T1;4.309,90
Ambos sexos;Total Nacional;De 45 a 54 años;2005T4;4.254,70
Ambos sexos;Total Nacional;De 45 a 54 años;2005T3;4.166,50
Ambos sexos;Total Nacional;De 45 a 54 años;2005T2;4.149,60
Ambos sexos;Total Nacional;De 45 a 54 años;2005T1;4.068,80
Ambos sexos;Total Nacional;De 45 a 54 años;2004T4;4.048,20
Ambos sexos;Total Nacional;De 45 a 54 años;2004T3;3.960,50
Ambos sexos;Total Nacional;De 45 a 54 años;2004T2;3.939,30
Ambos sexos;Total Nacional;De 45 a 54 años;2004T1;3.884,10
Ambos sexos;Total Nacional;De 45 a 54 años;2003T4;3.838,00
Ambos sexos;Total Nacional;De 45 a 54 años;2003T3;3.788,70
Ambos sexos;Total Nacional;De 45 a 54 años;2003T2;3.752,70
Ambos sexos;Total Nacional;De 45 a 54 años;2003T1;3.735,40
Ambos sexos;Total Nacional;De 45 a 54 años;2002T4;3.673,60
Ambos sexos;Total Nacional;De 45 a 54 años;2002T3;3.635,40
Ambos sexos;Total Nacional;De 45 a 54 años;2002T2;3.594,20
Ambos sexos;Total Nacional;De 45 a 54 años;2002T1;3.530,60
Ambos sexos;Total Nacional;55 y más años;2023T3;4.947,70
Ambos sexos;Total Nacional;55 y más años;2023T2;4.853,40
Ambos sexos;Total Nacional;55 y más años;2023T1;4.790,20
Ambos sexos;Total Nacional;55 y más años;2022T4;4.708,70
Ambos sexos;Total Nacional;55 y más años;2022T3;4.682,20
Ambos sexos;Total Nacional;55 y más años;2022T2;4.642,10
Ambos sexos;Total Nacional;55 y más años;2022T1;4.591,90
Ambos sexos;Total Nacional;55 y más años;2021T4;4.591,70
Ambos sexos;Total Nacional;55 y más años;2021T3;4.527,00
Ambos sexos;Total Nacional;55 y más años;2021T2;4.425,70
Ambos sexos;Total Nacional;55 y más años;2021T1;4.352,00
Ambos sexos;Total Nacional;55 y más años;2020T4;4.332,30
Ambos sexos;Total Nacional;55 y más años;2020T3;4.238,00
Ambos sexos;Total Nacional;55 y más años;2020T2;4.098,40
Ambos sexos;Total Nacional;55 y más años;2020T1;4.206,50
Ambos sexos;Total Nacional;55 y más años;2019T4;4.135,00
Ambos sexos;Total Nacional;55 y más años;2019T3;4.008,40
Ambos sexos;Total Nacional;55 y más años;2019T2;4.010,90
Ambos sexos;Total Nacional;55 y más años;2019T1;3.919,50
Ambos sexos;Total Nacional;55 y más años;2018T4;3.894,60
Ambos sexos;Total Nacional;55 y más años;2018T3;3.817,00
Ambos sexos;Total Nacional;55 y más años;2018T2;3.795,40
Ambos sexos;Total Nacional;55 y más años;2018T1;3.743,40
Ambos sexos;Total Nacional;55 y más años;2017T4;3.707,90
Ambos sexos;Total Nacional;55 y más años;2017T3;3.672,60
Ambos sexos;Total Nacional;55 y más años;2017T2;3.650,90
Ambos sexos;Total Nacional;55 y más años;2017T1;3.599,20
Ambos sexos;Total Nacional;55 y más años;2016T4;3.574,50
Ambos sexos;Total Nacional;55 y más años;2016T3;3.553,60
Ambos sexos;Total Nacional;55 y más años;2016T2;3.504,00
Ambos sexos;Total Nacional;55 y más años;2016T1;3.489,00
Ambos sexos;Total Nacional;55 y más años;2015T4;3.456,90
Ambos sexos;Total Nacional;55 y más años;2015T3;3.351,10
Ambos sexos;Total Nacional;55 y más años;2015T2;3.308,70
Ambos sexos;Total Nacional;55 y más años;2015T1;3.252,70
Ambos sexos;Total Nacional;55 y más años;2014T4;3.220,00
Ambos sexos;Total Nacional;55 y más años;2014T3;3.150,70
Ambos sexos;Total Nacional;55 y más años;2014T2;3.114,30
Ambos sexos;Total Nacional;55 y más años;2014T1;3.050,40
Ambos sexos;Total Nacional;55 y más años;2013T4;3.049,70
Ambos sexos;Total Nacional;55 y más años;2013T3;3.032,40
Ambos sexos;Total Nacional;55 y más años;2013T2;3.002,30
Ambos sexos;Total Nacional;55 y más años;2013T1;2.979,40
Ambos sexos;Total Nacional;55 y más años;2012T4;2.976,80
Ambos sexos;Total Nacional;55 y más años;2012T3;2.985,60
Ambos sexos;Total Nacional;55 y más años;2012T2;2.965,60
Ambos sexos;Total Nacional;55 y más años;2012T1;2.889,30
Ambos sexos;Total Nacional;55 y más años;2011T4;2.892,70
Ambos sexos;Total Nacional;55 y más años;2011T3;2.842,90
Ambos sexos;Total Nacional;55 y más años;2011T2;2.821,90
Ambos sexos;Total Nacional;55 y más años;2011T1;2.772,80
Ambos sexos;Total Nacional;55 y más años;2010T4;2.751,40
Ambos sexos;Total Nacional;55 y más años;2010T3;2.720,70
Ambos sexos;Total Nacional;55 y más años;2010T2;2.692,20
Ambos sexos;Total Nacional;55 y más años;2010T1;2.663,60
Ambos sexos;Total Nacional;55 y más años;2009T4;2.655,00
Ambos sexos;Total Nacional;55 y más años;2009T3;2.617,20
Ambos sexos;Total Nacional;55 y más años;2009T2;2.657,60
Ambos sexos;Total Nacional;55 y más años;2009T1;2.623,70
Ambos sexos;Total Nacional;55 y más años;2008T4;2.614,20
Ambos sexos;Total Nacional;55 y más años;2008T3;2.567,60
Ambos sexos;Total Nacional;55 y más años;2008T2;2.560,40
Ambos sexos;Total Nacional;55 y más años;2008T1;2.511,10
Ambos sexos;Total Nacional;55 y más años;2007T4;2.468,90
Ambos sexos;Total Nacional;55 y más años;2007T3;2.420,40
Ambos sexos;Total Nacional;55 y más años;2007T2;2.400,60
Ambos sexos;Total Nacional;55 y más años;2007T1;2.371,70
Ambos sexos;Total Nacional;55 y más años;2006T4;2.347,40
Ambos sexos;Total Nacional;55 y más años;2006T3;2.315,10
Ambos sexos;Total Nacional;55 y más años;2006T2;2.331,00
Ambos sexos;Total Nacional;55 y más años;2006T1;2.312,30
Ambos sexos;Total Nacional;55 y más años;2005T4;2.286,80
Ambos sexos;Total Nacional;55 y más años;2005T3;2.220,70
Ambos sexos;Total Nacional;55 y más años;2005T2;2.241,30
Ambos sexos;Total Nacional;55 y más años;2005T1;2.211,20
Ambos sexos;Total Nacional;55 y más años;2004T4;2.129,60
Ambos sexos;Total Nacional;55 y más años;2004T3;2.091,60
Ambos sexos;Total Nacional;55 y más años;2004T2;2.072,00
Ambos sexos;Total Nacional;55 y más años;2004T1;2.044,00
Ambos sexos;Total Nacional;55 y más años;2003T4;2.022,30
Ambos sexos;Total Nacional;55 y más años;2003T3;1.990,00
Ambos sexos;Total Nacional;55 y más años;2003T2;1.965,40
Ambos sexos;Total Nacional;55 y más años;2003T1;1.927,90
Ambos sexos;Total Nacional;55 y más años;2002T4;1.901,90
Ambos sexos;Total Nacional;55 y más años;2002T3;1.871,00
Ambos sexos;Total Nacional;55 y más años;2002T2;1.861,70
Ambos sexos;Total Nacional;55 y más años;2002T1;1.838,60
Ambos sexos;01 Andalucía;Total;2023T3;4.151,60
Ambos sexos;01 Andalucía;Total;2023T2;4.124,70
Ambos sexos;01 Andalucía;Total;2023T1;4.073,30
Ambos sexos;01 Andalucía;Total;2022T4;4.026,10
Ambos sexos;01 Andalucía;Total;2022T3;4.048,80
Ambos sexos;01 Andalucía;Total;2022T2;4.031,70
Ambos sexos;01 Andalucía;Total;2022T1;3.993,70
Ambos sexos;01 Andalucía;Total;2021T4;4.071,60
Ambos sexos;01 Andalucía;Total;2021T3;4.056,80
Ambos sexos;01 Andalucía;Total;2021T2;4.022,80
Ambos sexos;01 Andalucía;Total;2021T1;3.940,20
Ambos sexos;01 Andalucía;Total;2020T4;3.990,30
Ambos sexos;01 Andalucía;Total;2020T3;3.917,60
Ambos sexos;01 Andalucía;Total;2020T2;3.697,50
Ambos sexos;01 Andalucía;Total;2020T1;3.943,80
Ambos sexos;01 Andalucía;Total;2019T4;3.959,90
Ambos sexos;01 Andalucía;Total;2019T3;3.966,60
Ambos sexos;01 Andalucía;Total;2019T2;3.971,40
Ambos sexos;01 Andalucía;Total;2019T1;3.935,60
Ambos sexos;01 Andalucía;Total;2018T4;3.924,60
Ambos sexos;01 Andalucía;Total;2018T3;3.930,90
Ambos sexos;01 Andalucía;Total;2018T2;3.942,70
Ambos sexos;01 Andalucía;Total;2018T1;3.943,40
Ambos sexos;01 Andalucía;Total;2017T4;3.932,20
Ambos sexos;01 Andalucía;Total;2017T3;3.957,90
Ambos sexos;01 Andalucía;Total;2017T2;3.962,10
Ambos sexos;01 Andalucía;Total;2017T1;3.980,80
Ambos sexos;01 Andalucía;Total;2016T4;3.965,60
Ambos sexos;01 Andalucía;Total;2016T3;3.974,90
Ambos sexos;01 Andalucía;Total;2016T2;3.993,80
Ambos sexos;01 Andalucía;Total;2016T1;4.003,50
Ambos sexos;01 Andalucía;Total;2015T4;4.017,70
Ambos sexos;01 Andalucía;Total;2015T3;4.040,00
Ambos sexos;01 Andalucía;Total;2015T2;4.068,90
Ambos sexos;01 Andalucía;Total;2015T1;4.042,90
Ambos sexos;01 Andalucía;Total;2014T4;4.077,60
Ambos sexos;01 Andalucía;Total;2014T3;4.030,10
Ambos sexos;01 Andalucía;Total;2014T2;4.031,00
Ambos sexos;01 Andalucía;Total;2014T1;4.016,00
Ambos sexos;01 Andalucía;Total;2013T4;4.033,50
Ambos sexos;01 Andalucía;Total;2013T3;4.008,50
Ambos sexos;01 Andalucía;Total;2013T2;4.057,00
Ambos sexos;01 Andalucía;Total;2013T1;4.029,20
Ambos sexos;01 Andalucía;Total;2012T4;4.051,20
Ambos sexos;01 Andalucía;Total;2012T3;4.052,10
Ambos sexos;01 Andalucía;Total;2012T2;4.045,50
Ambos sexos;01 Andalucía;Total;2012T1;4.031,80
Ambos sexos;01 Andalucía;Total;2011T4;4.021,90
Ambos sexos;01 Andalucía;Total;2011T3;4.001,60
Ambos sexos;01 Andalucía;Total;2011T2;3.984,20
Ambos sexos;01 Andalucía;Total;2011T1;4.010,10
Ambos sexos;01 Andalucía;Total;2010T4;3.985,60
Ambos sexos;01 Andalucía;Total;2010T3;3.964,30
Ambos sexos;01 Andalucía;Total;2010T2;3.982,80
Ambos sexos;01 Andalucía;Total;2010T1;3.983,10
Ambos sexos;01 Andalucía;Total;2009T4;3.936,00
Ambos sexos;01 Andalucía;Total;2009T3;3.891,10
Ambos sexos;01 Andalucía;Total;2009T2;3.937,30
Ambos sexos;01 Andalucía;Total;2009T1;3.925,10
Ambos sexos;01 Andalucía;Total;2008T4;3.903,80
Ambos sexos;01 Andalucía;Total;2008T3;3.852,60
Ambos sexos;01 Andalucía;Total;2008T2;3.811,90
Ambos sexos;01 Andalucía;Total;2008T1;3.799,50
Ambos sexos;01 Andalucía;Total;2007T4;3.763,10
Ambos sexos;01 Andalucía;Total;2007T3;3.714,00
Ambos sexos;01 Andalucía;Total;2007T2;3.700,00
Ambos sexos;01 Andalucía;Total;2007T1;3.671,60
Ambos sexos;01 Andalucía;Total;2006T4;3.618,00
Ambos sexos;01 Andalucía;Total;2006T3;3.590,50
Ambos sexos;01 Andalucía;Total;2006T2;3.581,00
Ambos sexos;01 Andalucía;Total;2006T1;3.577,90
Ambos sexos;01 Andalucía;Total;2005T4;3.550,50
Ambos sexos;01 Andalucía;Total;2005T3;3.485,00
Ambos sexos;01 Andalucía;Total;2005T2;3.462,60
Ambos sexos;01 Andalucía;Total;2005T1;3.422,90
Ambos sexos;01 Andalucía;Total;2004T4;3.422,70
Ambos sexos;01 Andalucía;Total;2004T3;3.379,10
Ambos sexos;01 Andalucía;Total;2004T2;3.330,90
Ambos sexos;01 Andalucía;Total;2004T1;3.311,20
Ambos sexos;01 Andalucía;Total;2003T4;3.313,50
Ambos sexos;01 Andalucía;Total;2003T3;3.271,00
Ambos sexos;01 Andalucía;Total;2003T2;3.241,10
Ambos sexos;01 Andalucía;Total;2003T1;3.215,30
Ambos sexos;01 Andalucía;Total;2002T4;3.199,80
Ambos sexos;01 Andalucía;Total;2002T3;3.166,90
Ambos sexos;01 Andalucía;Total;2002T2;3.177,20
Ambos sexos;01 Andalucía;Total;2002T1;3.118,30
Ambos sexos;01 Andalucía;De 16 a 19 años;2023T3;62,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2023T2;54,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2023T1;44,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T4;49,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T3;49,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T2;47,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T1;37,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T4;42,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T3;51,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T2;46,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T1;31,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T4;42,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T3;45,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T2;36,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T1;49,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T4;51,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T3;60,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T2;51,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T1;48,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T4;51,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T3;53,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T2;55,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T1;47,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T4;50,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T3;60,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T2;51,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T1;46,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T4;45,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T3;49,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T2;45,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T1;48,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T4;50,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T3;57
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T2;49,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T1;44,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T4;53,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T3;58,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T2;47
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T1;49,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T4;58,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T3;68,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T2;59,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T1;60
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T4;59,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T3;72,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T2;74,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T1;66,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T4;76,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T3;84,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T2;78,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T1;76,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T4;75,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T3;83,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T2;92,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T1;92,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T4;84,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T3;103,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T2;109,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T1;104,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T4;119,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T3;134
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T2;123,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T1;129,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T4;129,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T3;138,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T2;127,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T1;113,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T4;124,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T3;127,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T2;124,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T1;115,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T4;112,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T3;128,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T2;126,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T1;117,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T4;112,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T3;122,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T2;107,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T1;106,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T4;110,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T3;115,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T2;112,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T1;104,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2002T4;115,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2002T3;117
